地名,区划码,县级,县级码,县级类,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,VAR_NAME,code,NAME_3,VAR_NAME3,GID_3,TYPE_3,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,crop_px,valid_px,crop_ratio,crop_pct
图木舒克市,659003,图木舒克市,659003,县级市,不统计,0,不统计,新疆维吾尔自治区,650000,自治区,,2002年新设立图木舒克市,Tumushuke,Tú Mù Shū Kè,659003,Tumushuke,TúMùShūKè,659003,County City,NULL,NULL,0,NULL,Xinjiang,Xīn Jiāng,650000,Autonomous Region,2010,1110557,2768876,0.40108585577685674,40.11
蔚县,130726,蔚县,130726,县,张家口市,130700,地级市,河北省,130000,省,,,Yuxian,Yù Xiàn,130726,Yuxian,Yù Xiàn,130726,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,2013409,4633026,0.43457753097003987,43.46
清水河县,150124,清水河县,150124,县,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Qingshuihe,Qīng Shuǐ Hé,150124,Qingshuihe,QīngShuǐHé,150124,County,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,664532,4080389,0.1628599626163094,16.29
大厂回族自治县,131028,大厂回族自治县,131028,自治县,廊坊市,131000,地级市,河北省,130000,省,,,Dachanghuizu,Dà Chǎng Huí Zú,131028,Dachanghuizu,Dà Chǎng HuíZú,131028,Autonomous County,Langfang,Láng Fáng,131000,Prefecture City,Hebei,Hé Běi,130000,Province,2010,173937,254923,0.6823119137935769,68.23
卢龙县,130324,卢龙县,130324,县,秦皇岛市,130300,地级市,河北省,130000,省,,,Lulong,Lú Lóng,130324,Lulong,LúLóng,130324,County,Qinhuangdao,Qín Huáng Dǎo,130300,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1020457,1386061,0.7362280592268305,73.62
三河市,131082,三河市,131082,县级市,廊坊市,131000,地级市,河北省,130000,省,,,Sanhe,Sān Hé,131082,Sanhe,SānHé,131082,County City,Langfang,Láng Fáng,131000,Prefecture City,Hebei,Hé Běi,130000,Province,2010,593451,920461,0.6447323678026554,64.47
海港区,130302,海港区,130302,市辖区,秦皇岛市,130300,地级市,河北省,130000,省,,,Haigang,Hǎi Gǎng,130302,Haigang,HǎiGǎng,130302,District,Qinhuangdao,Qín Huáng Dǎo,130300,Prefecture City,Hebei,Hé Běi,130000,Province,2010,102168,338293,0.3020103874452028,30.2
东港市,210681,东港市,210681,县级市,丹东市,210600,地级市,辽宁省,210000,省,,,Donggang,Dōng Gǎng,210681,Donggang,DōngGǎng,210681,County City,Dandong,Dān Dōng,210600,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1952676,3147420,0.6204052843281164,62.04
大同县,140227,大同县,140227,县,大同市,140200,地级市,山西省,140000,省,,,"Datong
","Dà Tóng
",140227,"Datong
","Dà Tóng
",140227,County,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,899866,2150112,0.41852052358202735,41.85
左云县,140226,左云县,140226,县,大同市,140200,地级市,山西省,140000,省,,,Zuoyun,Zuǒ Yún,140226,Zuoyun,ZuǒYún,140226,County,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,523599,1881430,0.2782984219450099,27.83
右玉县,140623,右玉县,140623,县,朔州市,140600,地级市,山西省,140000,省,,,Youyu,Yòu Yù,140623,Youyu,YòuYù,140623,County,Shuozhou,Shuò Zhōu,140600,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,982015,2874282,0.34165575959491795,34.17
蓟县,120225,蓟县,120225,县,不统计,0,不统计,天津市,120000,直辖市,,,"Jixian
","Jì Xiàn
",120119,Jixian,"Jì Xiàn
",120119,County,NULL,NULL,0,NULL,Tianjin,Tiān Jīn,120000,Municipality,2010,1166336,2313244,0.5041992976097636,50.42
抚宁县,130323,抚宁县,130323,县,秦皇岛市,130300,地级市,河北省,130000,省,,,Funing,Fǔ Níng,130323,Funing,Fǔ Níng,130323,County,Qinhuangdao,Qín Huáng Dǎo,130300,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1078052,2361920,0.45643036173960166,45.64
山海关区,130303,山海关区,130303,市辖区,秦皇岛市,130300,地级市,河北省,130000,省,,,Shanhaiguan,Shān Hǎi Guān,130303,Shanhaiguan,ShānHǎiGuān,130303,District,Qinhuangdao,Qín Huáng Dǎo,130300,Prefecture City,Hebei,Hé Běi,130000,Province,2010,74498,276840,0.269101285941338,26.91
振兴区,210603,振兴区,210603,市辖区,丹东市,210600,地级市,辽宁省,210000,省,,,Zhenxing,Zhèn Xīng,210603,Zhenxing,Zhèn Xīng,210603,District,Dandong,Dān Dōng,210600,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,79861,187450,0.4260389437183249,42.6
迁安市,130283,迁安市,130283,县级市,唐山市,130200,地级市,河北省,130000,省,,,Qianan,Qiān Ān,130283,Qianan,QiānĀn,130283,County City,Tangshan,Táng Shān,130200,Prefecture City,Hebei,Hé Běi,130000,Province,2010,889768,1779993,0.4998716287086522,49.99
南郊区,140211,南郊区,140211,市辖区,大同市,140200,地级市,山西省,140000,省,,,"Nanjiao
","Nán Jiāo
",140211,"Nanjiao
","Nán Jiāo
",140211,District,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,281537,1399783,0.20112903214283928,20.11
涿鹿县,130731,涿鹿县,130731,县,张家口市,130700,地级市,河北省,130000,省,,,Zhuolu,Zhuō Lù,130731,Zhuolu,ZhuōLù,130731,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,865618,4066393,0.21287121043145607,21.29
遵化市,130281,遵化市,130281,县级市,唐山市,130200,地级市,河北省,130000,省,,,Zunhua,Zūn Huà,130281,Zunhua,Zūn Huà,130281,County City,Tangshan,Táng Shān,130200,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1008122,2204855,0.4572282531050795,45.72
阳原县,130727,阳原县,130727,县,张家口市,130700,地级市,河北省,130000,省,,,Yangyuan,Yáng Yuán,130727,Yangyuan,YángYuán,130727,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1714249,2686793,0.6380279388847596,63.8
顺义区,110113,顺义区,110113,市辖区,不统计,0,不统计,北京市,110000,直辖市,,,Shunyi,Shùn Yì,110113,Shunyi,ShùnYì,110113,District,NULL,NULL,0,NULL,Beijing,Běi Jīng,110000,Municipality,2010,784284,1468401,0.5341075087799586,53.41
元宝区,210602,元宝区,210602,市辖区,丹东市,210600,地级市,辽宁省,210000,省,,,Yuanbao,Yuán Bǎo,210602,Yuanbao,YuánBǎo,210602,District,Dandong,Dān Dōng,210600,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,35560,132361,0.26865919719554854,26.87
平谷区,110117,平谷区,110117,市辖区,不统计,0,不统计,北京市,110000,直辖市,平谷县,2001年撤销平谷县，设立平谷区,Pinggu,Píng Gǔ,110117,Pinggu,Píng Gǔ,110117,District,NULL,NULL,0,NULL,Beijing,Běi Jīng,110000,Municipality,2010,473254,1379767,0.34299559273413555,34.3
达拉特旗,150621,达拉特旗,150621,旗,鄂尔多斯市,150600,地级市,内蒙古自治区,150000,自治区,,,Dalate,Dá Lā Tè,150621,Dalate,Dá Lā Tè,150621,Banner,Eerduosi,È Ěr Duō Sī,150600,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,2023614,12009306,0.16850382528349264,16.85
昌平区,110114,昌平区,110114,市辖区,不统计,0,不统计,北京市,110000,直辖市,,,Changping,Chāng Píng,110114,Changping,ChāngPíng,110114,District,NULL,NULL,0,NULL,Beijing,Běi Jīng,110000,Municipality,2010,334171,1957267,0.1707334768327469,17.07
阳高县,140221,阳高县,140221,县,大同市,140200,地级市,山西省,140000,省,,,Yanggao,Yáng Gāo,140221,Yanggao,YángGāo,140221,County,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,1364125,2446902,0.557490655530953,55.75
盖州市,210881,盖州市,210881,县级市,营口市,210800,地级市,辽宁省,210000,省,,,Gaizhou,Gài Zhōu,210881,Gaizhou,Gài Zhōu,210881,County City,Yingkou,Yíng Kǒu,210800,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1123485,4254389,0.2640766982050772,26.41
迁西县,130227,迁西县,130227,县,唐山市,130200,地级市,河北省,130000,省,,,Qianxi,Qiān Xī,130227,Qianxi,QiānXī,130227,County,Tangshan,Táng Shān,130200,Prefecture City,Hebei,Hé Běi,130000,Province,2010,356213,2122814,0.16780226623717387,16.78
振安区,210604,振安区,210604,市辖区,丹东市,210600,地级市,辽宁省,210000,省,,,Zhenan,Zhèn Ān,210604,Zhenan,ZhènĀn,210604,District,Dandong,Dān Dōng,210600,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,261625,946329,0.27646304826334184,27.65
鲅鱼圈区,210804,鲅鱼圈区,210804,市辖区,营口市,210800,地级市,辽宁省,210000,省,,2004年新设立鲅鱼圈区,Bayuquan,Bà Yú Quān,210804,Bayuquan,BàYú Quān,210804,District,Yingkou,Yíng Kǒu,210800,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,119409,393896,0.3031485468245425,30.31
新荣区,140212,新荣区,140212,市辖区,大同市,140200,地级市,山西省,140000,省,,,Xinrong,Xīn Róng,140212,Xinrong,XīnRóng,140212,District,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,564901,1469843,0.3843274417743936,38.43
绥中县,211421,绥中县,211421,县,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Suizhong,Suí Zhōng,211421,Suizhong,Suí Zhōng,211421,County,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1875646,4010238,0.46771438503151186,46.77
和林格尔县,150123,和林格尔县,150123,县,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Helingeer,Hé Lín Gé Ěr,150123,Helingeer,Hé LínGéĚr,150123,County,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1767369,5027552,0.3515366922112392,35.15
怀来县,130730,怀来县,130730,县,张家口市,130700,地级市,河北省,130000,省,,,Huailai,Huái Lái,130730,Huailai,HuáiLái,130730,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,850408,2585369,0.3289309959235993,32.89
托克托县,150122,托克托县,150122,县,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Tuoketuo,Tuō Kè Tuō,150122,Tuoketuo,TuōKèTuō,150122,County,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1237526,2054008,0.6024932716912494,60.25
岫岩满族自治县,210323,岫岩满族自治县,210323,自治县,鞍山市,210300,地级市,辽宁省,210000,省,,,Xiuyanmanzu,Xiù Yán Mǎn Zú,210323,Xiuyanmanzu,XiùYánMǎnZú,210323,Autonomous County,Anshan,Ān Shān,210300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1467968,6575744,0.22323983415412765,22.32
天镇县,140222,天镇县,140222,县,大同市,140200,地级市,山西省,140000,省,,,Tianzhen,Tiān Zhèn,140222,Tianzhen,TiānZhèn,140222,County,Datong,Dà Tóng,140200,Prefecture City,Shanxi,Shān Xī,140000,Province,2010,1059713,2379813,0.44529255029701914,44.53
凉城县,150925,凉城县,150925,县,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,,,Liangcheng,Liáng Chéng,150925,Liangcheng,Liáng Chéng,150925,County,Wulanchabu,Wū Lán Chá Bù,150900,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1483352,5048229,0.29383611559618233,29.38
土默特右旗,150221,土默特右旗,150221,旗,包头市,150200,地级市,内蒙古自治区,150000,自治区,,,Tumoteyou,Tǔ Mò Tè Yòu,150221,Tumoteyou,TǔMòTèYòu,150221,Banner,Baotou,Bāo Tóu,150200,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1943307,3448229,0.5635666888713018,56.36
密云县,110228,密云县,110228,县,不统计,0,不统计,北京市,110000,直辖市,,,Miyun,Mì Yún,110228,Miyun,MìYún,110228,County,NULL,NULL,0,NULL,Beijing,Běi Jīng,110000,Municipality,2010,566229,3253946,0.1740130291037405,17.4
延庆县,110229,延庆县,110229,县,不统计,0,不统计,北京市,110000,直辖市,,,Yanqing,Yán Qìng,110229,Yanqing,YánQìng,110229,County,NULL,NULL,0,NULL,Beijing,Běi Jīng,110000,Municipality,2010,524264,2923131,0.17935015570632995,17.94
下花园区,130706,下花园区,130706,市辖区,张家口市,130700,地级市,河北省,130000,省,,,Xiahuayuan,Xià Huā Yuán,130706,Xiahuayuan,XiàHuāYuán,130706,District,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,84771,463802,0.18277411481623623,18.28
磴口县,150822,磴口县,150822,县,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,,,Dengkou,Dèng Kǒu,150822,Dengkou,DèngKǒu,150822,County,Bayannaoer,Bā Yàn Nào Ěr,150800,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1174044,5383270,0.2180912345098797,21.81
丰镇市,150981,丰镇市,150981,县级市,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,,,Fengzhen,Fēng Zhèn,150981,Fengzhen,FēngZhèn,150981,County City,Wulanchabu,Wū Lán Chá Bù,150900,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1429746,3982085,0.35904457087179203,35.9
怀安县,130728,怀安县,130728,县,张家口市,130700,地级市,河北省,130000,省,,,Huaian,Huái Ān,130728,Huaian,HuáiĀn,130728,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,918003,2476412,0.3706988174827129,37.07
宣化县,130721,宣化县,130721,县,张家口市,130700,地级市,河北省,130000,省,,,Xuanhua,Xuān Huà,130721,Xuanhua,Xuān Huà,130721,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1138333,3237534,0.3516049561178354,35.16
东河区,150202,东河区,150202,市辖区,包头市,150200,地级市,内蒙古自治区,150000,自治区,,,Donghe,Dōng Hé,150202,Donghe,DōngHé,150202,District,Baotou,Bāo Tóu,150200,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,150549,681503,0.22090731808957553,22.09
凤城市,210682,凤城市,210682,县级市,丹东市,210600,地级市,辽宁省,210000,省,,,Fengcheng,Fèng Chéng,210682,Fengcheng,FèngChéng,210682,County City,Dandong,Dān Dōng,210600,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1580479,8077864,0.19565555943997076,19.57
兴城市,211481,兴城市,211481,县级市,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Xingcheng,Xīng Chéng,211481,Xingcheng,Xīng Chéng,211481,County City,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1598561,3001306,0.5326217986436571,53.26
阿拉尔市,659002,阿拉尔市,659002,县级市,不统计,0,不统计,新疆维吾尔自治区,650000,自治区,,"省直辖市,省直管,是县级单位",Alaer,Ā Lā Ěr,659002,Alaer,Ā Lā Ěr,659002,County City,NULL,NULL,0,NULL,Xinjiang,Xīn Jiāng,650000,Autonomous Region,2010,2509274,5752379,0.4362149990464815,43.62
九原区,150207,九原区,150207,市辖区,包头市,150200,地级市,内蒙古自治区,150000,自治区,,,Jiuyuan,Jiǔ Yuán,150207,Jiuyuan,JiǔYuán,150207,District,Baotou,Bāo Tóu,150200,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,417740,1201139,0.34778655925750473,34.78
宣化区,130705,宣化区,130705,市辖区,张家口市,130700,地级市,河北省,130000,省,,,Xuanhua,Xuān Huà,130705,Xuanhua,Xuān Huà,130705,District,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,69506,223776,0.3106052481052481,31.06
大石桥市,210882,大石桥市,210882,县级市,营口市,210800,地级市,辽宁省,210000,省,,,Dashiqiao,Dà Shí Qiáo,210882,Dashiqiao,Dà Shí Qiáo,210882,County City,Yingkou,Yíng Kǒu,210800,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1266298,2290015,0.5529649369108935,55.3
老边区,210811,老边区,210811,市辖区,营口市,210800,地级市,辽宁省,210000,省,,,Laobian,Lǎo Biān,210811,Laobian,Lǎo Biān,210811,District,Yingkou,Yíng Kǒu,210800,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,147016,337632,0.43543266041133544,43.54
土默特左旗,150121,土默特左旗,150121,旗,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Tumotezuo,Tǔ Mò Tè Zuǒ,150121,Tumotezuo,TǔMòTèZuǒ,150121,Banner,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,2055252,4057730,0.5065028969399147,50.65
建昌县,211422,建昌县,211422,县,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Jianchang,Jiàn Chāng,211422,Jianchang,JiànChāng,211422,County,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1231305,4667327,0.263813741784109,26.38
玉泉区,150104,玉泉区,150104,市辖区,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Yuquan,Yù Quán,150104,Yuquan,YùQuán,150104,District,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,163729,301363,0.5432949632171169,54.33
龙港区,211403,龙港区,211403,市辖区,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Longgang,Lóng Gǎng,211403,Longgang,LóngGǎng,211403,District,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,54795,235263,0.23290955228829013,23.29
桥东区,130702,桥东区,130702,市辖区,张家口市,130700,地级市,河北省,130000,省,,,Qiaodong,Qiáo Dōng,130702,Qiaodong,QiáoDōng,130702,District,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,46779,178968,0.2613819230253453,26.14
赛罕区,150105,赛罕区,150105,市辖区,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,郊区,2000年郊区更名和调整为赛罕区,Saihan,Sài Hǎn,150105,Saihan,SàiHǎn,150105,District,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,678600,1473279,0.4606052214142739,46.06
站前区,210802,站前区,210802,市辖区,营口市,210800,地级市,辽宁省,210000,省,,,Zhanqian,Zhàn Qián,210802,Zhanqian,ZhànQián,210802,District,Yingkou,Yíng Kǒu,210800,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,70258,108298,0.6487469759367671,64.87
海城市,210381,海城市,210381,县级市,鞍山市,210300,地级市,辽宁省,210000,省,,,Haicheng,Hǎi Chéng,210381,Haicheng,HǎiChéng,210381,County City,Anshan,Ān Shān,210300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,2219954,3770386,0.5887869305689126,58.88
桥西区,130703,桥西区,130703,市辖区,张家口市,130700,地级市,河北省,130000,省,,,Qiaoxi,Qiáo Xī,130703,Qiaoxi,QiáoXī,130703,District,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,49685,212146,0.23420191754734948,23.42
万全县,130729,万全县,130729,县,张家口市,130700,地级市,河北省,130000,省,,,Wanquan,Wàn Quán,130729,Wanquan,Wàn Quán,130729,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,685246,1702464,0.4025024905078756,40.25
连山区,211402,连山区,211402,市辖区,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Lianshan,Lián Shān,211402,Lianshan,LiánShān,211402,District,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,594926,1723372,0.3452104362842149,34.52
杭锦后旗,150826,杭锦后旗,150826,旗,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,,,Hangjinhou,Háng Jǐn Hòu,150826,Hangjinhou,HángJǐnHòu,150826,Banner,Bayannaoer,Bā Yàn Nào Ěr,150800,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1950535,2568108,0.759522185204049,75.95
乌拉特前旗,150823,乌拉特前旗,150823,旗,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,,,Wulateqian,Wù Lā Tè Qián,150823,Wulateqian,Wù Lā TèQián,150823,Banner,Bayannaoer,Bā Yàn Nào Ěr,150800,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,3341698,10959031,0.304926411833309,30.49
临河区,150802,临河区,150802,市辖区,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,,,Linhe,Lín Hé,150802,Linhe,LínHé,150802,District,Bayannaoer,Bā Yàn Nào Ěr,150800,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,2622197,3472356,0.7551636410552375,75.52
大洼县,211121,大洼县,211121,县,盘锦市,211100,地级市,辽宁省,210000,省,,,Dawa,Dà Wā,211121,Dawa,Dà Wā,211121,County,Panjin,Pán Jǐn,211100,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1532295,2153350,0.7115865976269533,71.16
兴和县,150924,兴和县,150924,县,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,,,Xinghe,Xīng Hé,150924,Xinghe,Xīng Hé,150924,County,Wulanchabu,Wū Lán Chá Bù,150900,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,2116020,5171057,0.40920453980685184,40.92
察哈尔右翼前旗,150926,察哈尔右翼前旗,150926,旗,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,,,Chaharrightfrontbanner,Chahar Right Front Banner,150926,Chaharrightfrontbanner,ChaharRightFrontBanner,150926,Banner,Wulanchabu,Wū Lán Chá Bù,150900,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1080752,3687801,0.29306136638066965,29.31
凌源市,211382,凌源市,211382,县级市,朝阳市,211300,地级市,辽宁省,210000,省,,,Lingyuan,Líng Yuán,211382,Lingyuan,LíngYuán,211382,County City,Chaoyang,Cháo Yáng,211300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1233686,4831350,0.255350160928105,25.54
千山区,210311,千山区,210311,市辖区,鞍山市,210300,地级市,辽宁省,210000,省,,,Qianshan,Qiān Shān,210311,Qianshan,QiānShān,210311,District,Anshan,Ān Shān,210300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,269274,502348,0.5360307993661765,53.6
太和区,210711,太和区,210711,市辖区,锦州市,210700,地级市,辽宁省,210000,省,,,Taihe,Tài Hé,210711,Taihe,Tài Hé,210711,District,Jinzhou,Jǐn Zhōu,210700,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,522241,975617,0.5352930504491004,53.53
南票区,211404,南票区,211404,市辖区,葫芦岛市,211400,地级市,辽宁省,210000,省,,,Nanpiao,Nán Piào,211404,Nanpiao,Nán Piào,211404,District,Huludao,Hú Lú Dǎo,211400,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,592879,1463733,0.4050458656052709,40.5
五原县,150821,五原县,150821,县,巴彦淖尔市,150800,地级市,内蒙古自治区,150000,自治区,,,Wuyuan,Wǔ Yuán,150821,Wuyuan,WǔYuán,150821,County,Bayannaoer,Bā Yàn Nào Ěr,150800,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,2814919,3692456,0.762343275045119,76.23
集宁区,150902,集宁区,150902,市辖区,乌兰察布市,150900,地级市,内蒙古自治区,150000,自治区,,,Jining,Jí Níng,150902,Jining,Jí Níng,150902,District,Wulanchabu,Wū Lán Chá Bù,150900,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,177187,509531,0.3477452794825045,34.77
辽阳县,211021,辽阳县,211021,县,辽阳市,211000,地级市,辽宁省,210000,省,,,Liaoyang,Liáo Yáng,211021,Liaoyang,LiáoYáng,211021,County,Liaoyang,Liáo Yáng,211000,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,1331135,3659962,0.3637018635712611,36.37
兴隆台区,211103,兴隆台区,211103,市辖区,盘锦市,211100,地级市,辽宁省,210000,省,,,Xinglongtai,Xīng Lóng Tái,211103,Xinglongtai,Xīng Lóng Tái,211103,District,Panjin,Pán Jǐn,211100,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,719440,1073104,0.670428961219043,67.04
平泉县,130823,平泉县,130823,县,承德市,130800,地级市,河北省,130000,省,,,Pingquan,Píng Quán,130823,Pingquan,PíngQuán,130823,County,Chengde,Chéng Dé,130800,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1026616,4860400,0.2112204756810139,21.12
武川县,150125,武川县,150125,县,呼和浩特市,150100,地级市,内蒙古自治区,150000,自治区,,,Wuchuan,Wǔ Chuān,150125,Wuchuan,WǔChuān,150125,County,Huhehaote,Hū Hé Hào Tè,150100,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1766775,6909539,0.25570085066456677,25.57
立山区,210304,立山区,210304,市辖区,鞍山市,210300,地级市,辽宁省,210000,省,,,Lishan,Lì Shān,210304,Lishan,LìShān,210304,District,Anshan,Ān Shān,210300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,48017,253582,0.1893549226680127,18.94
固阳县,150222,固阳县,150222,县,包头市,150200,地级市,内蒙古自治区,150000,自治区,,,Guyang,Gù Yáng,150222,Guyang,GùYáng,150222,County,Baotou,Bāo Tóu,150200,Prefecture City,Neimenggu,Nèi Měng Gǔ,150000,Autonomous Region,2010,1834751,7215930,0.2542639687469252,25.43
尚义县,130725,尚义县,130725,县,张家口市,130700,地级市,河北省,130000,省,,,Shangyi,Shàng Yì,130725,Shangyi,ShàngYì,130725,County,Zhangjiakou,Zhāng Jiā Kǒu,130700,Prefecture City,Hebei,Hé Běi,130000,Province,2010,1368064,3860725,0.3543541692298726,35.44
凌河区,210703,凌河区,210703,市辖区,锦州市,210700,地级市,辽宁省,210000,省,,,Linghe,Líng Hé,210703,Linghe,LíngHé,210703,District,Jinzhou,Jǐn Zhōu,210700,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,9870,53333,0.18506365664785404,18.51
铁西区,210303,铁西区,210303,市辖区,鞍山市,210300,地级市,辽宁省,210000,省,,,Tiexi,Tiě Xī,210303,Tiexi,TiěXī,210303,District,Anshan,Ān Shān,210300,Prefecture City,Liaoning,Liáo Níng,210000,Province,2010,72676,213530,0.34035498524797453,34.04
